number,title,body,labels,component
48269,[C++][Flight RPC] Flight & Flight SQL tests in MSVC CI,"### Describe the enhancement requested

Enable Arrow Flight and Flight SQL tests in MSVC CI by adding
```
      ARROW_FLIGHT: ON
      ARROW_FLIGHT_SQL: ON
```
to `.github/workflows/cpp_windows.yml`


### Component(s)

FlightRPC, C++",<chr>,C++
48019,[C++] Segmentation fault at `SparseUnionType` destructor when arrow.dll is unloaded via ODBC driver manager,"### Describe the bug, including details regarding any error messages, version, and platform.

We found that when `arrow.dll` is unloaded on Windows MinGW Msys and attached the back trace below. There is a segmentation fault occurring at `SparseUnionType` deallocation. However, our code does not use `SparseUnionType` so I am not sure what is the cause. Could it have to do with arrow.dll being loaded and unloaded too quickly? Because the lesser the tests that use `arrow.dll`, the more likely the segfault seems to occur. 

Context: we develop a Flight SQL ODBC driver `dll` https://github.com/apache/arrow/pull/47971 which has a dependency on the `arrow.dll`. The ODBC driver manager unloads the driver after use, and it also unloads all dependency dlls including `arrow.dll`. When `arrow.dll` is unloaded, we get segmentation fault from the `SparseUnionType` destructor. 

Environment: Windows MinGW CLANG64 Msys Shell.

Stack Trace from gdb:
```
Thread 1 received signal SIGSEGV, Segmentation fault.
0x00007ff891c5cf31 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
(gdb) bt
#0  0x00007ff891c5cf31 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#1  0x00007ff89252d364 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#2  0x00007ff89252be44 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#3  0x00007ff8925ab11b in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#4  0x00007ff8925abe68 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#5  0x00007ff8925a933b in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#6  0x00007ff8925a736d in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#7  0x00007ff8925a71fc in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#8  0x00007ff8925b0b30 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#9  0x00007ff8925ab06a in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#10 0x00007ff8925aab8c in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#11 0x00007ff8925ab244 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#12 0x00007ff8925ab28e in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#13 0x00007ff8925abf08 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#14 0x00007ff8925abdd0 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#15 0x00007ff8925ab1e3 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#16 0x00007ff8925a3eb7 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#17 0x00007ff8925abeb8 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#18 0x00007ff8925abd70 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#19 0x00007ff8925ab183 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#20 0x00007ff89369d782 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#21 0x00007ff8b51a2b99 in ucrtbased!_initterm_e () from C:\WINDOWS\SYSTEM32\ucrtbased.dll
#22 0x00007ff8b51a25c5 in ucrtbased!_initterm_e () from C:\WINDOWS\SYSTEM32\ucrtbased.dll
#23 0x00007ff8b51a2717 in ucrtbased!_initterm_e () from C:\WINDOWS\SYSTEM32\ucrtbased.dll
#24 0x00007ff8b51a2d44 in ucrtbased!_execute_onexit_table () from C:\WINDOWS\SYSTEM32\ucrtbased.dll
#25 0x00007ff89339aae9 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#26 0x00007ff89339c2dd in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#27 0x00007ff89339c0b7 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#28 0x00007ff89339c44f in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#29 0x00007ff89339c5c2 in arrow!??1SparseUnionType@arrow@@UEAA@XZ () from C:\Users\path-to\cpp\debug-build\debug\Debug\arrow.dll
#30 0x00007ff9c44ff89e in ntdll!RtlEncodeRemotePointer () from C:\WINDOWS\SYSTEM32\ntdll.dll
#31 0x00007ff9c43abcae in ntdll!RtlRaiseException () from C:\WINDOWS\SYSTEM32\ntdll.dll
#32 0x00007ff9c4437a48 in ntdll!LdrGetProcedureAddressForCaller () from C:\WINDOWS\SYSTEM32\ntdll.dll
#33 0x00007ff9c443679e in ntdll!LdrGetProcedureAddress () from C:\WINDOWS\SYSTEM32\ntdll.dll
#34 0x00007ff9c4436942 in ntdll!LdrGetProcedureAddress () from C:\WINDOWS\SYSTEM32\ntdll.dll
#35 0x00007ff9c44365e4 in ntdll!LdrGetProcedureAddress () from C:\WINDOWS\SYSTEM32\ntdll.dll
#36 0x00007ff9c43b4730 in ntdll!LdrUnloadDll () from C:\WINDOWS\SYSTEM32\ntdll.dll
#37 0x00007ff9c1b67f19 in KERNELBASE!FreeLibrary () from C:\WINDOWS\System32\KernelBase.dll
#38 0x00007ff9aca41e9e in ValidateErrorQueue () from C:\WINDOWS\SYSTEM32\odbc32.dll
#39 0x00007ff9aca5588c in ODBCGetTryWaitValue () from C:\WINDOWS\SYSTEM32\odbc32.dll
#40 0x00007ff9aca019a7 in SQLFreeHandle () from C:\WINDOWS\SYSTEM32\odbc32.dll
#41 0x00007ff659b92004 in arrow::flight::sql::odbc::ODBCRemoteTestBase::FreeEnvConnHandles (this=0x6abc10)
    at C:/path-to/cpp/src/arrow/flight/sql/odbc/tests/odbc_test_suite.cc:85
#42 0x00007ff659b91e98 in arrow::flight::sql::odbc::ODBCRemoteTestBase::Disconnect (this=0x6abc10)
    at C:/path-to/cpp/src/arrow/flight/sql/odbc/tests/odbc_test_suite.cc:76
#43 0x00007ff659b9462c in arrow::flight::sql::odbc::FlightSQLODBCMockTestBase::TearDown (this=0x6abc10)
    at C:/path-to/cpp/src/arrow/flight/sql/odbc/tests/odbc_test_suite.cc:417
#44 0x00007ff92287a475 in ?? () from C:\msys64\ucrt64\bin\libgtest.dll
#45 0x00007ff922860a1b in ?? () from C:\msys64\ucrt64\bin\libgtest.dll
#46 0x00007ff922860fec in ?? () from C:\msys64\ucrt64\bin\libgtest.dll
#47 0x00007ff922865ca1 in ?? () from C:\msys64\ucrt64\bin\libgtest.dll
#48 0x00007ff92286c610 in ?? () from C:\msys64\ucrt64\bin\libgtest.dll
#49 0x00007ff92286cf7a in ?? () from C:\msys64\ucrt64\bin\libgtest.dll
#50 0x00007ff9adc22304 in ?? () from C:\msys64\ucrt64\bin\libgmock_main.dll
#51 0x00007ff659b910c9 in __tmainCRTStartup () at D:/W/B/src/mingw-w64/mingw-w64-crt/crt/crtexe.c:236
--Type <RET> for more, q to quit, c to continue without paging--
#52 0x00007ff659b91416 in mainCRTStartup () at D:/W/B/src/mingw-w64/mingw-w64-crt/crt/crtexe.c:122
```

### Component(s)

C++, FlightRPC",<chr>,C++
47911,[Python] Data is partially lost when chunks have different columns,"<img width=""3072"" height=""1664"" alt=""Image"" src=""https://github.com/user-attachments/assets/ac71a39d-a1f1-4242-9c6b-e795b43989ee"" />


1. I construct an arrow array from big native python list of dicts, that forces arrow to create a chunked array
2. Array is chunked in such a way that some colum(s) are only present in one chunk
3. That forces some method not to work at all (i.e. `table.to_pandas`) while others (`table.to_reader`) produce incorrect data (they say columns are `None` even when the value is actually set)

```python
import pyarrow as pa

pa.show_versions()

data = [
    {""key_1"": ""abcd"" * 100_000, ""pk"": i}  # large enough rows to force chunking. replace 100_000 with 10 and everything below will pass
    for i in range(10_000)
]

data.append({""key_1"": ""abcd"", ""pk"": 10_000, ""extra_key"": ""value""})

t = pa.array(data)
print(t.to_pandas().iloc[-1])

table = pa.Table.from_struct_array(t)

# print(table.to_pandas().iloc[-1])  # ← this fails with:
# ValueError: Shape of passed values is (10002, 3), indices imply (10001, 3)


r = table.to_reader()

vals = set()

while True:
    try:
        batch = r.read_next_batch()
        vals.update(batch.column(""extra_key"").to_pylist())

    except StopIteration:
        break

print(""\nUnique values in 'extra_key':"", vals)
# assert vals == {""value"", None}  # this fails because vals is { None }
```


```
Package kind              : python-wheel-macos
Arrow C++ library version : 21.0.0  
Arrow C++ compiler        : AppleClang 15.0.0.15000309
Arrow C++ compiler flags  :  -fno-aligned-new  -Qunused-arguments -fcolor-diagnostics  -Wall -Wno-unknown-warning-option -Wno-pass-failed 
Arrow C++ git revision    : ee4d09ebef61c663c1efbfa4c18e518a03b798be
Arrow C++ git description : apache-arrow-21.0.0-rc6
Arrow C++ build type      : release 
```

### Component(s)

Python",<chr>,Python
45373,[R] summarize after arrange fails,"### Describe the bug, including details regarding any error messages, version, and platform.

If there's an `arrange(.)` in the lazy pipeline that is followed by some aggregation with `summarize`, the collection still looks for the sorting column:

```r
library(arrow)
library(dplyr)
arrow_table(mtcars) |>
  summarize(across(mpg, list(Min = min, Max = max))) |>
  collect()
# # A tibble: 1 × 2
#   mpg_Min mpg_Max
#     <dbl>   <dbl>
# 1    10.4    33.9

arrow_table(mtcars) |>
  arrange(mpg) |>
  summarize(across(mpg, list(Min = min, Max = max))) |>
  collect()
# Error in compute.arrow_dplyr_query(x) : 
#   Invalid: Invalid sort key column: No match for FieldRef.Name(mpg) in mpg_Min: double
# mpg_Max: double
# ----
# mpg_Min:
#   [
#     [
#       10.4
#     ]
#   ]
# mpg_Max:
#   [
#     [
#       33.9
#     ]
#   ]
```


This example is somewhat contrived _here_, in that this summarization does not need ordered data. The underlying issue remains: why does it not sort the data _at that point_ and then summarize? I'm not certain if this is a problem with lazy sorting or if it is too aggressive preserving the sort-field(s).

This behavior is in contrast to a `select`ion removing the sorting column:

```r
arrow_table(mtcars) |>
  arrange(mpg) |>
  select(-mpg) |>
  collect()
# # A tibble: 32 × 10
#      cyl  disp    hp  drat    wt  qsec    vs    am  gear  carb
#    <dbl> <dbl> <dbl> <dbl> <dbl> <dbl> <dbl> <dbl> <dbl> <dbl>
#  1     8  472    205  2.93  5.25  18.0     0     0     3     4
#  2     8  460    215  3     5.42  17.8     0     0     3     4
#  3     8  350    245  3.73  3.84  15.4     0     0     3     4
#  4     8  360    245  3.21  3.57  15.8     0     0     3     4
#  5     8  440    230  3.23  5.34  17.4     0     0     3     4
#  6     8  301    335  3.54  3.57  14.6     0     1     5     8
#  7     8  276.   180  3.07  3.78  18       0     0     3     3
#  8     8  304    150  3.15  3.44  17.3     0     0     3     2
#  9     8  318    150  2.76  3.52  16.9     0     0     3     2
# 10     8  351    264  4.22  3.17  14.5     0     1     5     4
# # ℹ 22 more rows
# # ℹ Use `print(n = ...)` to see more rows
```

<details>
<summary> <code>> sessionInfo()</code> </summary>

```r
R version 4.4.2 (2024-10-31)
Platform: aarch64-apple-darwin20
Running under: macOS Sequoia 15.2

Matrix products: default
BLAS:   /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/lib/libRblas.0.dylib 
LAPACK: /Library/Frameworks/R.framework/Versions/4.4-arm64/Resources/lib/libRlapack.dylib;  LAPACK version 3.12.0

locale:
[1] en_US.UTF-8/en_US.UTF-8/en_US.UTF-8/C/en_US.UTF-8/en_US.UTF-8

time zone: America/New_York
tzcode source: internal

attached base packages:
[1] stats     graphics  grDevices utils     datasets  methods   base     

other attached packages:
[1] arrow_18.1.0.1 dplyr_1.1.4   

loaded via a namespace (and not attached):
 [1] assertthat_0.2.1 utf8_1.2.4       R6_2.5.1         bit_4.5.0.1      tidyselect_1.2.1 magrittr_2.0.3   glue_1.8.0       tibble_3.2.1     pkgconfig_2.0.3  bit64_4.5.2     
[11] generics_0.1.3   lifecycle_1.0.4  cli_3.6.3        fansi_1.0.6      vctrs_0.6.5      withr_3.0.2      compiler_4.4.2   purrr_1.0.2      pillar_1.9.0     rlang_1.1.4     
```

</details>

### Component(s)

R",<chr>,R
48023,Using pandas Period in filters for parquet fails,"### Describe the bug, including details regarding any error messages, version, and platform.

```python
import pandas as pd
# Ensure `ArrowPeriodType` is registered
import pandas.core.arrays.arrow.extension_types

df = pd.DataFrame(
    {
        ""month"": pd.period_range(""2024-01"", ""2024-12"", freq=""M""),
        ""data"": range(12),
    }
)
df.to_parquet(""test.parquet"", engine=""pyarrow"")

pd.read_parquet(
    ""test.parquet"",
    engine=""pyarrow"",
    filters=[(""month"", "">="", pd.Period(""2024-07"", freq=""M""))]
)
# Could not convert Period('2024-07', 'M') with type Period: did not 
# recognize Python value type when inferring an Arrow data type
```

A similar example using `pd.Timestamp` succeeds. It's not clear to me if something on the pandas side needs to be done here.

Original pandas report: https://github.com/pandas-dev/pandas/issues/62769

### Component(s)

Parquet, Python",<chr>,Python
48677,"pyright type error when hinting pyarrow.compute functions as Callable[[ChunkedArray[Any]], ChunkedArray[Any]]","### Describe the bug, including details regarding any error messages, version, and platform.

I’m seeing a pyright type-checking error when I try to treat a pyarrow.compute function (for example pc.sin) as a callable that takes a ChunkedArray and returns a ChunkedArray.

At runtime this works as expected, but pyright reports a type error.

**Minimal example:**

```
import pyarrow.compute as pc
from typing import Callable, Any
from pyarrow import ChunkedArray

f: Callable[[ChunkedArray[Any]], ChunkedArray[Any]] = pc.sin
```

Leads to pyright error:
```
Type of ""pc.sin"" is ""Overload[...]"" which cannot be assigned to
""Callable[[ChunkedArray[Any]], ChunkedArray[Any]]""
(reportArgumentType)
```

**Environment**
pyarrow: 22.0.0
pyarrow-stubs: 19.2
pyright: 1.1.407
Python: 3.12.12

### Component(s)

Python",<chr>,Python
48953,[Python] `extract_regex` and `extract_regex_span` only extract the first match,"### Describe the bug, including details regarding any error messages, version, and platform.

Testing out the new span extractor discussed from #44615 (and the associated PR). 
Trying to replicate pandas `findall`, but it is only matching the first result. This prevents common whitespace tokenization patterns from working, entirely. 

Assuming a string array `s`: 

```python
# PyArrow
patt = r'\b(?<token>(?:\#[\w\d]+)|(?:\w\/\w)|(?:\w[\w\'\d]+))\b'
arr = pc.extract_regex(s,patt)

# Pandas
token_patt = re.compile(r'\b(?:(?:\#[\w\d]+)|(?:\w\/\w)|(?:\w[\w\'\d]+))\b', flags=re.M|re.DOTALL|re.IGNORECASE)
s.to_pandas().str.findall(token_patt)
```
The latter example gets all of the tokens from a sample array of sentences, while the former only selects the first token. 
More interestingly, we would like to use the span extractor (since the equivalent pandas does not exist): 

```python
# PyArrow
arr = pc.extract_regex_span(s,patt)


# Pandas
spans, tokens = zip(*(
    zip(*[
        (m.span(), m[0].lower()) 
        for m in token_patt.finditer(doc)
    ])
    for doc in s.to_pylist()
))
```

Is this just a limitation of RE2? I know it doesn't support a global `\g` flag. Interestingly, google's AI says something along the lines of 

> `extract_regex` (Find All Matches):
>
>    This function inherently finds all matches by default (similar to a global search) and returns structs with capture groups.
>    Example: `pyarrow.compute.extract_regex(strings, pattern=r""(\d+)"")` extracts all sequences of digits.

If that's incorrect/hallucination, maybe we can add some explicit note in the docs that this is not global, until a solution is made? 

### Component(s)

Python",<chr>,Python
48072,[C++][Acero] materializeColumn for boolean type overflow,"### Describe the bug, including details regarding any error messages, version, and platform.

branch: `main`
commit sha: `fcfb33d0b6f7d368bcd00bb661d35c71885c5140`

```c++

/// file: cpp/src/arrow/acero/unmaterialized_table_internal.h:175

  template <class Type, class Builder = typename TypeTraits<Type>::BuilderType>
  enable_if_boolean<Type, Status> static BuilderAppend(
      Builder& builder, const std::shared_ptr<ArrayData>& source, uint64_t row) {
    if (source->IsNull(row)) {
      builder.UnsafeAppendNull();
      return Status::OK();
    }
    builder.UnsafeAppend(bit_util::GetBit(source->template GetValues<uint8_t>(1), row));
    return Status::OK();
  }

/// cpp/src/arrow/array/data.h:271
  template <typename T>
  inline const T* GetValues(int i) const {
    return GetValues<T>(i, offset);
  }

```

Here, uint8_t type is used for GetValues, and the underlying buffer applies a logical offset. However, since the boolean type is actually stored bitwise, this may lead to a segmentation fault or incorrect sorting results. 
I added the following unit test, which can verify that the result of sortd_merge is incorrect.
```c++
TEST(SortedMergeNode, TestSortedMergeTwoInputsWithBool) {
  const int64_t row_count = (16 << 10);  // 16k rows per input

  // Create schema with int column A and bool column B
  auto test_schema = arrow::schema(
      {arrow::field(""col_a"", arrow::int32()), arrow::field(""col_b"", arrow::boolean())});

  // Helper lambda to create table with specific pattern
  auto create_test_source = [&](int64_t cnt, int offset) -> arrow::Result<Declaration> {
    // Create column A (int) - values from offset to offset+cnt-1
    arrow::Int32Builder col_a_builder;
    std::vector<int32_t> col_a_values;
    col_a_values.reserve(cnt);
    for (int64_t i = 0; i < cnt; ++i) {
      col_a_values.push_back(static_cast<int32_t>(offset + i));
    }
    ARROW_RETURN_NOT_OK(col_a_builder.AppendValues(col_a_values));
    std::shared_ptr<arrow::Array> col_a_arr;
    ARROW_RETURN_NOT_OK(col_a_builder.Finish(&col_a_arr));

    // Create column B (bool) - pattern: true if col_a % 5 == 0, false otherwise
    arrow::BooleanBuilder col_b_builder;
    for (int64_t i = 0; i < cnt; ++i) {
      int32_t a_value = offset + i;
      bool b_value = (a_value % 5 == 0);
      ARROW_RETURN_NOT_OK(col_b_builder.Append(b_value));
    }
    std::shared_ptr<arrow::Array> col_b_arr;
    ARROW_RETURN_NOT_OK(col_b_builder.Finish(&col_b_arr));

    auto table = arrow::Table::Make(test_schema, {col_a_arr, col_b_arr});
    auto table_source =
        Declaration(""table_source"", TableSourceNodeOptions(table, row_count / 16));
    return table_source;
  };

  ASSERT_OK_AND_ASSIGN(auto source1, create_test_source(row_count, 0));
  ASSERT_OK_AND_ASSIGN(auto source2, create_test_source(row_count, 8192));

  // Create sorted merge by column A
  auto ops = OrderByNodeOptions(compute::Ordering({compute::SortKey(""col_a"")}));
  Declaration sorted_merge{""sorted_merge"", {source1, source2}, ops};

  // Execute plan and collect result
  ASSERT_OK_AND_ASSIGN(auto result_table,
                       arrow::acero::DeclarationToTable(sorted_merge, false));

  ASSERT_TRUE(result_table != nullptr);

  // Verify results
  auto col_a = result_table->GetColumnByName(""col_a"");
  auto col_b = result_table->GetColumnByName(""col_b"");
  ASSERT_TRUE(col_a != nullptr);
  ASSERT_TRUE(col_b != nullptr);

  // Verify sorting and bool values
  int32_t last_a_value = std::numeric_limits<int32_t>::min();
  int64_t total_rows_checked = 0;

  for (int i = 0; i < col_a->num_chunks(); i++) {
    auto a_chunk = std::static_pointer_cast<arrow::Int32Array>(col_a->chunk(i));
    auto b_chunk = std::static_pointer_cast<arrow::BooleanArray>(col_b->chunk(i));

    ASSERT_EQ(a_chunk->length(), b_chunk->length())
        << ""Column A and B must have same length in chunk "" << i;

    for (int64_t j = 0; j < a_chunk->length(); j++) {
      ASSERT_FALSE(a_chunk->IsNull(j)) << ""Column A should not have null values"";
      ASSERT_FALSE(b_chunk->IsNull(j)) << ""Column B should not have null values"";

      int32_t a_value = a_chunk->Value(j);
      bool b_value = b_chunk->Value(j);

      // Verify sorting by column A
      ASSERT_GE(a_value, last_a_value)
          << ""Values not sorted at chunk "" << i << "", row "" << j
          << "": current="" << a_value << "", last="" << last_a_value;
      last_a_value = a_value;

      // Verify bool value correctness: should be true if a_value % 3 == 0
      bool expected_b_value = (a_value % 5 == 0);
      ASSERT_EQ(b_value, expected_b_value)
          << ""Bool value incorrect at chunk "" << i << "", row "" << j
          << "": col_a="" << a_value << "", col_b="" << b_value
          << "", expected="" << expected_b_value;
      total_rows_checked++;
    }
  }

  ASSERT_EQ(last_a_value, 24575);

  ASSERT_EQ(total_rows_checked, row_count * 2)
      << ""Expected "" << row_count << "" unique rows after merge"";
}
```


### Component(s)

C++",<chr>,C++
47668,parquet-reader outputting invalid JSON,"### Describe the bug, including details regarding any error messages, version, and platform.

Example output without this:
```json
{
  ""FileName"": ""/home/ubuntu/ClickHouse/tests/queries/0_stateless/data_parquet/68131.parquet"",
  ""Version"": ""1.0"",
  ""CreatedBy"": ""parquet-mr version 1.12.2 (build 77e30c8093386ec52c3cfa6c34b7ef3321322c94)"",
  ""TotalRows"": ""1"",
  ""NumberOfRowGroups"": ""1"",
  ""NumberOfRealColumns"": ""1"",
  ""NumberOfColumns"": ""1"",
  ""Columns"": [
     { ""Id"": ""0"", ""Name"": ""f"", ""PhysicalType"": ""INT32"", ""ConvertedType"": ""NONE"", ""LogicalType"": {""Type"": ""None""} }
  ],
  ""RowGroups"": [
     {
       ""Id"": ""0"",  ""TotalBytes"": ""43"",  ""TotalCompressedBytes"": ""43"",  ""Rows"": ""1"",
       ""ColumnChunks"": [
          {""Id"": ""0"", ""Values"": ""2"", ""StatsSet"": ""True"", ""Stats"": {""NumNulls"": ""0"", ""Max"": ""2"", ""Min"": ""1"" },
           ""Compression"": ""UNCOMPRESSED"", ""Encodings"": ""PLAIN"", ""UncompressedSize"": ""43"", ""CompressedSize"": ""43"", ColumnIndex {""offset"": ""47"", ""length"": ""23""}"", OffsetIndex {""offset"": ""70"", ""length"": ""10""}"" }
        ]
     }
  ]
}
```

It goes off the rails starting at `ColumnIndex`.

ClickHouse uses this tool in test `00900_long_parquet_load` (ran manually to get table schemas).

The fix is here: https://github.com/ClickHouse/arrow/pull/72

### Component(s)

C++",<chr>,C++
44458,[R] `wslify_path` breaks on windows in `create_package_with_all_dependencies`,"### Describe the bug, including details regarding any error messages, version, and platform.

Hello,

First, thanks for this great function and ecosystem. It saved me a lot of headaches and work! :)

I am trying to get all the dependencies for the R package and I am using the function `create_package_with_all_dependencies`. However, it throws an error on my system:

``` r
arrow::create_package_with_all_dependencies()
#> Downloading Arrow source file
#> Warning in system2(""bash"", c(download_dependencies_sh, download_dir), stdout =
#> download_script, : Exit code was 127
#> Error in arrow::create_package_with_all_dependencies(): Failed to parse versions.txt; view  C:\Users\lauerm\AppData\Local\Temp\RtmpYdNYVl\filec85a851e9c.R for more information
```

<sup>Created on 2024-10-17 with [reprex v2.1.1](https://reprex.tidyverse.org)</sup>


Now after some investigation, it is caused by the `wslify_path` here:

https://github.com/apache/arrow/blob/1a323fc91bbbce2f231262a1619d5f15e9cb7762/r/R/install-arrow.R#L218-L220

If I copy the whole function body, and remove these three lines, all works as expected. I reckon it's an issue on my end and simply 'deleting' these three lines won't fix it.

I would be happy to create a PR that fixes this if you have any idea what might cause this. I have WLS installed, but I don't have any distros.

Thanks!

### Component(s)

R",<chr>,R
48003,[C++][Python] Add multiply/divide kernels for duration and float/double,"### Describe the enhancement requested

`numpy` supports multiplying/dividing `timedelta` values with floats and performs automatic rounding to the current unit, e.g.

```python
>>> import numpy as np
>>> x = np.array([0, 1, 2, 3, 4, 5], dtype=""timedelta64[s]"")
>>> x * 0.5
array([0, 0, 1, 1, 2, 2], dtype='timedelta64[s]')
>>> x * 1.5
array([0, 1, 3, 4, 6, 7], dtype='timedelta64[s]')
```

This is very useful for ML applications where one needs to transform timestamps first to durations and then to floats (and back after performing a forecast). It would be very nice if `pyarrow` supported this as well, so one can directly work with arrow dtypes.

### Component(s)

C++",<chr>,C++
49285,[Python] RecordBatch.serialize() should support writing into a pre-allocated buffer,"When serializing many `RecordBatch` objects in a hot loop (e.g. streaming IPC to a socket, writing to shared memory), `RecordBatch.serialize()` allocates a new buffer on every call. This creates unnecessary allocation pressure when the caller already knows the required size and could reuse a single buffer across calls. 
 
It would be useful if `serialize()` accepted an optional `buffer` parameter so callers can provide a pre-allocated mutable buffer to serialize into directly.

## Example usage

```python
import pyarrow as pa

batches = [...] # many RecordBatches with the same schema

# Pre-allocate once
size = max(pa.ipc.get_record_batch_size(b) for b in batches)
buf = pa.allocate_buffer(size)

for batch in batches:
  result = batch.serialize(buffer=buf)
  send_over_network(result) # result is a zero-copy slice of buf
```

New behavior

- `batch.serialize(buffer=buf)` serializes directly into the provided buffer and returns a slice of it with the exact serialized size.
- If the buffer is too small, a `ValueError` is raised with a message indicating the required vs. available size.
- If the buffer is not mutable, a `ValueError` is raised.
- When buffer is not provided, behavior is unchanged from today.


### Component(s)

Python",<chr>,Python
